market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Indiana Pacers,Indiana Pacers,Cleveland Cavaliers,2026-01-06,0.826493048874398,193.0909090909091,0.34119106699751856,,,,,,High
ATS,Indiana Pacers,Indiana Pacers,Cleveland Cavaliers,2026-01-06,-0.0027933939657286966,-109.27272727272728,0.5221546481320591,7.892547369003296,6.5,1.392547369003296,-6.5,,High
TOTAL,Under,Indiana Pacers,Cleveland Cavaliers,2026-01-06,,,,-7.148529052734403,236.5,,,229.3514709472656,High
ML,Minnesota Timberwolves,Minnesota Timberwolves,Miami Heat,2026-01-06,0.08370766496655929,-183.72727272727272,0.6475488625440563,,,,,,High
ATS,Miami Heat,Minnesota Timberwolves,Miami Heat,2026-01-06,0.13073297746168056,-110.0,0.5238095238095238,2.242274284362793,4.0,6.242274284362793,4.0,,Medium
TOTAL,Under,Minnesota Timberwolves,Miami Heat,2026-01-06,,,,-7.903671264648409,237.5,,,229.5963287353516,High
ML,Memphis Grizzlies,Memphis Grizzlies,San Antonio Spurs,2026-01-06,0.9536847628547394,187.3636363636364,0.34799114204365705,,,,,,High
ATS,Memphis Grizzlies,Memphis Grizzlies,San Antonio Spurs,2026-01-06,0.014062001648216804,-110.55555555555556,0.5250659630606861,10.857143878936768,6.0,4.857143878936768,-6.0,,High
TOTAL,Under,Memphis Grizzlies,San Antonio Spurs,2026-01-06,,,,-10.282669067382812,238.5,,,228.2173309326172,High
ML,Los Angeles Lakers,New Orleans Pelicans,Los Angeles Lakers,2026-01-06,0.030261914172646065,-231.72727272727272,0.6985475472732254,,,,,,Medium
ATS,Los Angeles Lakers,New Orleans Pelicans,Los Angeles Lakers,2026-01-06,0.02964909216906436,-110.0,0.5238095238095238,-1.9078340530395508,-5.5,-7.407834053039551,-5.5,,Medium
TOTAL,Under,New Orleans Pelicans,Los Angeles Lakers,2026-01-06,,,,-16.60777282714841,244.5,,,227.8922271728516,High
ML,Sacramento Kings,Sacramento Kings,Dallas Mavericks,2026-01-06,0.8339991447427499,165.72727272727272,0.37632569278138894,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Dallas Mavericks,2026-01-06,-0.006013680383074926,-110.875,0.5257854179016005,10.50543737411499,5.0,5.50543737411499,-5.0,,High
TOTAL,Under,Sacramento Kings,Dallas Mavericks,2026-01-06,,,,-9.462692260742188,232.5,,,223.0373077392578,High
ML,Orlando Magic,Washington Wizards,Orlando Magic,2026-01-06,0.014948715940540869,-293.1818181818182,0.7456647398843931,,,,,,Low
ATS,Orlando Magic,Washington Wizards,Orlando Magic,2026-01-06,0.004681240422646837,-110.0,0.5238095238095238,-2.440676689147949,-7.5,-9.94067668914795,-7.5,,Medium
TOTAL,Under,Washington Wizards,Orlando Magic,2026-01-06,,,,-15.618270874023438,235.0,,,219.38172912597656,High
