market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Indiana Pacers,Indiana Pacers,Miami Heat,2026-01-10,1.0695245025612798,201.72727272727272,0.33142512805061763,,,,,,High
ATS,Indiana Pacers,Indiana Pacers,Miami Heat,2026-01-10,0.036558287217078544,-109.2,0.5219885277246654,11.735020637512207,6.5,5.235020637512207,-6.5,,High
TOTAL,Under,Indiana Pacers,Miami Heat,2026-01-10,,,,-4.646545410156278,236.0,,,231.35345458984372,High
ML,Utah Jazz,Utah Jazz,Charlotte Hornets,2026-01-10,0.7441875042784132,163.8181818181818,0.3790489317711923,,,,,,High
ATS,Utah Jazz,Utah Jazz,Charlotte Hornets,2026-01-10,-0.008999253989049105,-110.25,0.5243757431629013,9.196909427642822,5.5,3.6969094276428223,-5.5,,High
TOTAL,Under,Utah Jazz,Charlotte Hornets,2026-01-10,,,,-8.305587768554688,239.0,,,230.6944122314453,High
ML,Boston Celtics,Boston Celtics,San Antonio Spurs,2026-01-10,0.4722005660072298,-107.0909090909091,0.5171202809482002,,,,,,High
ATS,San Antonio Spurs,Boston Celtics,San Antonio Spurs,2026-01-10,-0.035410809895587536,-110.0,0.5238095238095238,11.26091766357422,-1.0,10.26091766357422,-1.0,,High
TOTAL,Under,Boston Celtics,San Antonio Spurs,2026-01-10,,,,-10.873519897460966,231.5,,,220.62648010253903,High
ML,Chicago Bulls,Chicago Bulls,Dallas Mavericks,2026-01-10,0.255428998977418,-145.1818181818182,0.5921394141638858,,,,,,High
ATS,Dallas Mavericks,Chicago Bulls,Dallas Mavericks,2026-01-10,0.2840572439505443,130.0,0.43478260869565216,6.503169059753418,2.5,9.003169059753418,2.5,,High
TOTAL,Under,Chicago Bulls,Dallas Mavericks,2026-01-10,,,,-8.444259643554688,233.5,,,225.0557403564453,High
ML,Los Angeles Clippers,Detroit Pistons,Los Angeles Clippers,2026-01-10,0.38509126686308903,105.2,0.4873294346978558,,,,,,High
ATS,Los Angeles Clippers,Detroit Pistons,Los Angeles Clippers,2026-01-10,0.16285326550781498,-115.0,0.5348837209302325,-6.553610801696777,2.0,-4.553610801696777,2.0,,High
TOTAL,Over,Detroit Pistons,Los Angeles Clippers,2026-01-10,,,,17.727920532226562,214.5,,,232.22792053222656,High
