date,team_tri,player_id,player_name,starter_prob,is_starter,exp_min_mean,exp_min_sd,exp_min_cap,exp_asof_ts,exp_min_source,lag1_min,roll3_min,roll5_min,roll10_min
2026-05-20,CHI,2529137,Natasha Cloud,0.92,True,27.21041105511988,8.0,36.41041105511988,2026-05-19T18:05:40Z,props_features+league_status,23.0,28.666666666666668,29.0,27.3
2026-05-20,CHI,4433630,Rickea Jackson,0.86,True,26.140282871654193,5.349601863637904,32.292325014837786,2026-05-19T18:05:40Z,props_features+league_status,32.0,25.0,23.4,27.3
2026-05-20,CHI,4433405,Kamilla Cardoso,0.8,True,23.393730970437293,8.0,32.59373097043729,2026-05-19T18:05:40Z,props_features+league_status,23.0,18.666666666666668,25.0,27.6
2026-05-20,CHI,4858656,Gabriela Jaquez,0.74,True,21.667610897416782,8.0,30.86761089741678,2026-05-19T18:05:40Z,props_features+league_status,29.0,20.0,20.0,20.0
2026-05-20,CHI,2491205,Skylar Diggins,0.68,True,21.604662180742327,8.0,30.804662180742326,2026-05-19T18:05:40Z,props_features+league_status,12.0,20.666666666666668,24.6,27.8
2026-05-20,CHI,2566186,Rachel Banham,0.2,False,16.297754056050863,8.0,26.297754056050863,2026-05-19T18:05:40Z,props_features+league_status,16.0,16.666666666666668,23.4,24.7
2026-05-20,CHI,4433424,Maddy Westbeld,0.2,False,13.856669085222622,8.0,23.85666908522262,2026-05-19T18:05:40Z,props_features+league_status,12.0,22.666666666666668,20.4,11.1
2026-05-20,CHI,3142010,Azura Stevens,0.2,False,13.315972739892588,8.0,23.315972739892587,2026-05-19T18:05:40Z,props_features+league_status,0.0,17.666666666666668,21.4,24.2
2026-05-20,CHI,4432865,Jacy Sheldon,0.08,False,12.404210275218414,8.0,22.404210275218414,2026-05-19T18:05:40Z,props_features+league_status,26.0,20.0,12.0,6.0
2026-05-20,CHI,4433433,Aicha Coulibaly,0.08,False,12.298191383977231,1.5,14.798191383977231,2026-05-19T18:05:40Z,props_features+league_status,16.0,15.333333333333334,15.333333333333334,15.333333333333334
2026-05-20,CHI,2566081,Elizabeth Williams,0.08,False,11.81050448426779,8.0,21.81050448426779,2026-05-19T18:05:40Z,props_features+league_status,17.0,9.333333333333334,16.8,16.2
2026-05-20,CON,4433514,Saniya Rivers,0.92,True,29.225400859758544,4.752795458245144,34.69111563674046,2026-05-19T18:05:40Z,props_features+league_status,29.0,25.333333333333332,28.2,27.2
2026-05-20,CON,5106232,Ashlon Jackson,0.86,True,27.68834285268026,3.0,31.13834285268026,2026-05-19T18:05:40Z,props_features+league_status,26.0,26.0,26.0,26.0
2026-05-20,CON,4684384,Aneesah Morrow,0.8,True,26.080289094697687,7.169235251655182,34.32490963410115,2026-05-19T18:05:40Z,props_features+league_status,27.0,22.0,25.8,22.8
2026-05-20,CON,3922628,Kennedy Burke,0.74,True,23.311454809429655,3.5537375496743437,27.39825299155515,2026-05-19T18:05:40Z,props_features+league_status,24.0,23.0,21.2,19.6
