market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Denver Nuggets,Denver Nuggets,Houston Rockets,2025-12-15,0.19561597456189872,-116.0909090909091,0.5372318047959613,,,,,,High
ATS,Denver Nuggets,Denver Nuggets,Houston Rockets,2025-12-15,,,,1.5489161014556885,-1.0,2.5489161014556885,1.0,,Medium
TOTAL,Under,Denver Nuggets,Houston Rockets,2025-12-15,,,,-6.913970947265597,237.5,,,230.5860290527344,High
ML,Boston Celtics,Boston Celtics,Detroit Pistons,2025-12-15,0.24121371237554567,-129.1818181818182,0.5636652122173741,,,,,,High
ATS,Boston Celtics,Boston Celtics,Detroit Pistons,2025-12-15,,,,4.106168746948242,-2.0,6.106168746948242,2.0,,High
TOTAL,Under,Boston Celtics,Detroit Pistons,2025-12-15,,,,-6.514251708984403,230.0,,,223.4857482910156,High
ML,Dallas Mavericks,Utah Jazz,Dallas Mavericks,2025-12-15,0.13921583406742966,-120.72727272727272,0.5469522240527183,,,,,,High
TOTAL,Under,Utah Jazz,Dallas Mavericks,2025-12-15,,,,-7.649017333984403,239.5,,,231.8509826660156,High
ML,Los Angeles Clippers,Los Angeles Clippers,Memphis Grizzlies,2025-12-15,0.18830991717320766,-173.36363636363637,0.6341868972397738,,,,,,High
ATS,Los Angeles Clippers,Los Angeles Clippers,Memphis Grizzlies,2025-12-15,,,,5.214578628540041,-4.5,9.71457862854004,4.5,,High
TOTAL,Over,Los Angeles Clippers,Memphis Grizzlies,2025-12-15,,,,2.618865966796875,228.5,,,231.11886596679688,Medium
ML,Miami Heat,Miami Heat,Toronto Raptors,2025-12-15,0.035611382460993435,-230.63636363636363,0.6975529282375584,,,,,,Medium
ATS,Miami Heat,Miami Heat,Toronto Raptors,2025-12-15,,,,1.5866146087646484,-6.0,7.586614608764648,6.0,,Medium
TOTAL,Under,Miami Heat,Toronto Raptors,2025-12-15,,,,-5.355987548828125,235.5,,,230.14401245117188,High
