date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-02-03,0022500720,Miami Heat,Atlanta Hawks,2026-02-04T00:40:00Z,-105.73045422995736,105.7304542299574,-1.0,1.0,-120,-110,236.5,-100.0,-100.0,11,oddsapi_consensus,MIA,ATL,0.4933478204212844,2.23300758203775,0.8927944845995384,ATL: Jalen Johnson (12.1%); ATL: Dyson Daniels (11.3%); ATL: Nickeil Alexander-Walker (10.7%); ATL: Onyeka Okongwu (10.2%); MIA: Tyler Herro (9.9%)
2026-02-03,0022500716,Detroit Pistons,Denver Nuggets,2026-02-04T00:10:00Z,-179.51558287546368,179.51558287546365,-5.0,5.0,-115,-105,229.5,-100.0,-100.0,11,oddsapi_consensus,DET,DEN,0.523330473689484,2.0797418721309646,0.8750375356695567,DEN: Jamal Murray (12.8%); DET: Cade Cunningham (12.6%); DEN: Nikola Jokić (12.0%); DEN: Cameron Johnson (10.0%); DEN: Peyton Watson (9.9%)
2026-02-03,0022500719,Brooklyn Nets,Los Angeles Lakers,2026-02-04T00:40:00Z,260.57024435823274,-260.57024435823286,7.5,-7.5,-105,-115,221.5,-101.01606856837805,101.01606856837807,11,oddsapi_consensus,BKN,LAL,0.5083466524474902,2.211561374578857,0.8904705016388443,LAL: Luka Dončić (13.3%); LAL: Austin Reaves (12.7%); LAL: LeBron James (11.4%); BKN: Michael Porter Jr. (11.4%); LAL: Rui Hachimura (9.6%)
2026-02-03,0022500717,Indiana Pacers,Utah Jazz,2026-02-04T00:10:00Z,127.02051447452595,-127.02051447452592,2.5,-2.5,-110,-110,232.5,-100.84404069219062,100.84404069219066,11,oddsapi_consensus,IND,UTA,0.5083466524474902,2.1978716450488296,0.8889607620454939,UTA: Lauri Markkanen (12.7%); UTA: Keyonte George (11.9%); IND: Pascal Siakam (11.6%); IND: Andrew Nembhard (10.6%); IND: Bennedict Mathurin (10.4%)
2026-02-03,0022500725,Portland Trail Blazers,Phoenix Suns,2026-02-04T04:10:00Z,136.5035107289916,-136.5035107289916,3.0,-3.0,140,-185,218.5,100.24772096710264,-100.24772096710264,11,oddsapi_consensus,POR,PHX,0.5382724165591011,2.32363841841668,0.9020833251303448,POR: Deni Avdija (12.1%); PHX: Devin Booker (11.7%); POR: Toumani Camara (11.5%); PHX: Dillon Brooks (10.1%); POR: Shaedon Sharpe (9.7%)
2026-02-03,0022500722,Milwaukee Bucks,Chicago Bulls,2026-02-04T01:10:00Z,107.66015988160169,-107.66015988160169,1.0,-1.0,105,-135,222.0,-100.0,-100.0,11,oddsapi_consensus,MIL,CHI,0.5531459134255191,2.247517333804735,0.8943387792563475,MIL: Kevin Porter Jr. (12.1%); CHI: Josh Giddey (11.2%); MIL: Ryan Rollins (11.0%); CHI: Nikola Vučević (10.5%); MIL: AJ Green (9.8%)
2026-02-03,0022500718,Washington Wizards,New York Knicks,2026-02-04T00:10:00Z,487.4277508211369,-487.42775082113695,13.0,-13.0,-105,-115,227.5,100.99478027221107,-100.99478027221107,11,oddsapi_consensus,WAS,NYK,0.523330473689484,2.2340211086783137,0.892903085201314,NYK: Mikal Bridges (12.0%); NYK: Jalen Brunson (11.9%); NYK: OG Anunoby (11.0%); NYK: Karl-Anthony Towns (10.3%); WAS: Kyshawn George (10.0%)
2026-02-03,0022500724,Golden State Warriors,Philadelphia 76ers,2026-02-04T03:10:00Z,-163.6014492530705,163.6014492530705,-4.5,4.5,-340,240,221.5,-100.64741576678732,100.64741576678732,11,oddsapi_consensus,GSW,PHI,0.523330473689484,2.318186734204879,0.9015480566081296,PHI: Tyrese Maxey (14.6%); PHI: VJ Edgecombe (12.5%); PHI: Kelly Oubre Jr. (10.6%); GSW: Stephen Curry (10.2%); GSW: Jimmy Butler III (10.1%)
2026-02-03,0022500723,Oklahoma City Thunder,Orlando Magic,2026-02-04T01:10:00Z,-265.4962808178452,265.4962808178453,-8.5,8.5,-115,-105,220.0,-101.96270805580316,101.96270805580316,11,oddsapi_consensus,OKC,ORL,0.5531459134255191,2.138414075942646,0.8821584172938693,ORL: Paolo Banchero (11.9%); ORL: Desmond Bane (11.8%); OKC: Shai Gilgeous-Alexander (11.4%); ORL: Franz Wagner (11.0%); ORL: Anthony Black (10.1%)
2026-02-03,0022500721,Dallas Mavericks,Boston Celtics,2026-02-04T01:10:00Z,229.55468174600128,-229.55468174600128,7.0,-7.0,-105,-115,222.5,-100.69516857838026,100.69516857838028,11,oddsapi_consensus,DAL,BOS,0.5382724165591011,2.209053566680333,0.8901954779886293,BOS: Jaylen Brown (12.0%); DAL: Cooper Flagg (11.9%); BOS: Derrick White (11.9%); BOS: Payton Pritchard (11.1%); DAL: Anthony Davis (10.3%)
