market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Indiana Pacers,Indiana Pacers,Boston Celtics,2025-12-26,1.2366351199155816,265.1818181818182,0.27383619616629323,,,,,,High
ATS,Indiana Pacers,Indiana Pacers,Boston Celtics,2025-12-26,,,,9.248541831970215,8.5,0.7485418319702148,-8.5,,High
ML,Orlando Magic,Orlando Magic,Charlotte Hornets,2025-12-26,0.15024660208170842,-230.63636363636363,0.6975529282375584,,,,,,High
ATS,Orlando Magic,Orlando Magic,Charlotte Hornets,2025-12-26,,,,7.8727264404296875,-5.5,13.372726440429688,5.5,,High
TOTAL,Under,Orlando Magic,Charlotte Hornets,2025-12-26,,,,-8.31683349609375,228.0,,,219.68316650390625,High
ATS,New Orleans Pelicans,New Orleans Pelicans,Phoenix Suns,2025-12-26,,,,2.274480104446411,5.5,-3.225519895553589,-5.5,,Medium
TOTAL,Under,New Orleans Pelicans,Phoenix Suns,2025-12-26,,,,-16.156539916992188,241.5,,,225.3434600830078,High
ML,Atlanta Hawks,Atlanta Hawks,Miami Heat,2025-12-26,0.06348955277836543,-149.0909090909091,0.5985401459854015,,,,,,High
TOTAL,Under,Atlanta Hawks,Miami Heat,2025-12-26,,,,-16.319488525390653,250.5,,,234.18051147460935,High
ML,Chicago Bulls,Chicago Bulls,Philadelphia 76ers,2025-12-26,0.34932284735264685,67.9090909090909,0.5955603681645912,,,,,,High
ATS,Chicago Bulls,Chicago Bulls,Philadelphia 76ers,2025-12-26,,,,14.973360061645508,1.5,13.473360061645508,-1.5,,High
TOTAL,Under,Chicago Bulls,Philadelphia 76ers,2025-12-26,,,,-13.853256225585909,241.5,,,227.6467437744141,High
ML,Washington Wizards,Washington Wizards,Toronto Raptors,2025-12-26,0.2868667477911856,260.72727272727275,0.2772177419354839,,,,,,High
ATS,Washington Wizards,Washington Wizards,Toronto Raptors,2025-12-26,,,,5.894347906112671,8.5,-2.605652093887329,-8.5,,High
TOTAL,Under,Washington Wizards,Toronto Raptors,2025-12-26,,,,-2.2388458251953125,226.0,,,223.7611541748047,Medium
ML,Utah Jazz,Utah Jazz,Detroit Pistons,2025-12-26,0.2417720836288194,318.09090909090907,0.2391824309632529,,,,,,High
ATS,Utah Jazz,Utah Jazz,Detroit Pistons,2025-12-26,,,,2.6783504486083984,9.0,-6.321649551391602,-9.0,,Medium
TOTAL,Under,Utah Jazz,Detroit Pistons,2025-12-26,,,,-7.1871490478515625,244.5,,,237.31285095214844,High
ML,Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,2025-12-26,0.7468459876915534,168.8181818181818,0.37199864727764625,,,,,,High
ATS,Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,2025-12-26,,,,-8.505067110061646,5.5,-3.005067110061645,5.5,,High
TOTAL,Over,Memphis Grizzlies,Milwaukee Bucks,2025-12-26,,,,3.9668884277344034,227.5,,,231.4668884277344,Medium
ML,Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,2025-12-26,0.15101288736275936,-143.27272727272728,0.5889387144992526,,,,,,High
ATS,Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,2025-12-26,,,,-2.2329797744750977,-2.5,-4.732979774475098,-2.5,,Medium
