gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,game_id
0022401063,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (8:11 PM EST),period,start,0,0,1,0022401063
0022401063,4,PT12M00.00S,1,1610612741,CHI,202696,Vučević,N. Vučević,0,0,0,,0,,,0,h,Jump Ball Vucevic vs. Hayes: Tip to L. James,Jump Ball,,1,0,2,0022401063
0022401063,7,PT11M40.00S,1,1610612747,LAL,1629637,Hayes,J. Hayes,1,13,1,Missed,1,,,0,v,MISS Hayes 1' Alley Oop Layup,Missed Shot,Alley Oop Layup shot,1,2,3,0022401063
0022401063,8,PT11M38.00S,1,1610612741,CHI,1630581,Giddey,J. Giddey,0,0,0,,0,,,0,h,Giddey REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,4,0022401063
0022401063,9,PT11M34.00S,1,1610612741,CHI,1630581,Giddey,J. Giddey,11,57,6,Made,1,2,0,2,h,Giddey 6' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,5,0022401063
0022401063,10,PT11M21.00S,1,1610612747,LAL,2544,James,L. James,-78,10,8,Missed,1,,,0,v,MISS L. James 8' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,6,0022401063
0022401063,11,PT11M19.00S,1,1610612741,CHI,1628989,Huerter,K. Huerter,0,0,0,,0,,,0,h,Huerter REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,7,0022401063
0022401063,12,PT11M15.00S,1,1610612741,CHI,1641824,Buzelis,M. Buzelis,-10,13,2,Missed,1,,,0,h,MISS Buzelis 2' Running Reverse Layup,Missed Shot,Running Reverse Layup Shot,1,2,8,0022401063
0022401063,13,PT11M13.00S,1,1610612747,LAL,2544,James,L. James,0,0,0,,0,,,0,v,L. James REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,9,0022401063
0022401063,14,PT11M06.00S,1,1610612747,LAL,1629029,Dončić,L. Dončić,59,126,14,Missed,1,,,0,v,MISS Doncic 14' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,10,0022401063
