gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,game_id
0022400463,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:43 PM EST),period,start,0,0,1,0022400463
0022400463,4,PT12M00.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,h,Jump Ball Adebayo vs. Turner: Tip to Butler,Jump Ball,,1,0,2,0022400463
0022400463,7,PT11M39.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,6,58,6,Made,1,2,0,2,h,Butler 6' Driving Finger Roll Layup (2 PTS) (Robinson 1 AST),Made Shot,Driving Finger Roll Layup Shot,1,2,3,0022400463
0022400463,9,PT11M20.00S,1,1610612748,MIA,1629312,Highsmith,H. Highsmith,0,0,0,,0,,,0,h,Highsmith P.FOUL (P1.T1) (D.Richardson),Foul,Personal,1,0,4,0022400463
0022400463,11,PT11M11.00S,1,1610612754,IND,1629614,Nembhard,A. Nembhard,-146,225,27,Missed,1,,,0,v,MISS Nembhard 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,5,0022400463
0022400463,12,PT11M08.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,0,0,0,,0,,,0,h,Butler REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6,0022400463
0022400463,13,PT10M47.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,-138,231,27,Missed,1,,,0,h,MISS Robinson 27' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,7,0022400463
0022400463,14,PT10M43.00S,1,1610612754,IND,1630169,Haliburton,T. Haliburton,0,0,0,,0,,,0,v,Haliburton REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8,0022400463
0022400463,15,PT10M37.00S,1,1610612754,IND,1627783,Siakam,P. Siakam,-93,103,14,Made,1,2,2,4,v,Siakam 14' Turnaround Fadeaway (2 PTS) (Haliburton 1 AST),Made Shot,Turnaround Fadeaway shot,1,2,9,0022400463
0022400463,17,PT10M15.00S,1,1610612748,MIA,1629639,Herro,T. Herro,-96,122,16,Missed,1,,,0,h,MISS Herro 16' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,1,2,10,0022400463
0022400463,18,PT10M13.00S,1,1610612754,IND,1627783,Siakam,P. Siakam,0,0,0,,0,,,0,v,Siakam REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,11,0022400463
0022400463,19,PT10M09.00S,1,1610612754,IND,1627783,Siakam,P. Siakam,42,6,4,Made,1,2,4,6,v,Siakam 4' Running Layup (4 PTS),Made Shot,Running Layup Shot,1,2,12,0022400463
0022400463,20,PT09M55.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,15,262,26,Missed,1,,,0,h,MISS Adebayo 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,13,0022400463
0022400463,21,PT09M51.00S,1,1610612754,IND,1627783,Siakam,P. Siakam,0,0,0,,0,,,0,v,Siakam REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,14,0022400463
0022400463,22,PT09M33.00S,1,1610612754,IND,1630169,Haliburton,T. Haliburton,-50,255,26,Made,1,2,7,9,v,Haliburton 26' 3PT Step Back Jump Shot (3 PTS),Made Shot,Step Back Jump shot,1,3,15,0022400463
0022400463,23,PT09M15.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,44,32,5,Missed,1,,,0,h,MISS Butler 5' Driving Layup,Missed Shot,Driving Layup Shot,1,2,16,0022400463
0022400463,24,PT09M12.00S,1,1610612754,IND,1626167,Turner,M. Turner,0,0,0,,0,,,0,v,Turner REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,17,0022400463
